Name,Age,Overall,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
Junior Firpo,21,76,15000,Left,1.0,3.0,3.0,71.0,71.0,71.0,72.0,71.0,71.0,71.0,72.0,71.0,71.0,71.0,73.0,72.0,72.0,72.0,73.0,77.0,74.0,74.0,74.0,77.0,77.0,74.0,74.0,74.0,77.0,77.0,61.0,74.0,72.0,55.0,67.0,65.0,43.0,70.0,77.0,81.0,80.0,63.0,71.0,62.0,62.0,64.0,77.0,74.0,61.0,55.0,74.0,71.0,59.0,38.0,65.0,70.0,77.0,78.0
D. D'Ambrosio,29,76,50000,Right,2.0,3.0,3.0,67.0,67.0,67.0,68.0,67.0,67.0,67.0,68.0,67.0,67.0,67.0,69.0,69.0,69.0,69.0,69.0,76.0,74.0,74.0,74.0,76.0,76.0,77.0,77.0,77.0,76.0,71.0,48.0,71.0,69.0,54.0,69.0,63.0,62.0,64.0,72.0,72.0,72.0,74.0,76.0,70.0,66.0,78.0,76.0,68.0,58.0,77.0,75.0,65.0,54.0,60.0,72.0,78.0,79.0,77.0
M. Díaz,31,76,19000,Right,2.0,3.0,3.0,69.0,69.0,69.0,71.0,71.0,71.0,71.0,71.0,73.0,73.0,73.0,73.0,77.0,77.0,77.0,73.0,75.0,77.0,77.0,77.0,75.0,73.0,73.0,73.0,73.0,73.0,74.0,55.0,63.0,84.0,66.0,70.0,83.0,82.0,76.0,75.0,63.0,51.0,75.0,74.0,94.0,84.0,74.0,84.0,67.0,77.0,80.0,75.0,64.0,72.0,66.0,73.0,70.0,72.0,68.0
S. Vokes,28,76,55000,Right,1.0,3.0,2.0,76.0,76.0,76.0,69.0,73.0,73.0,73.0,69.0,71.0,71.0,71.0,69.0,69.0,69.0,69.0,69.0,57.0,60.0,60.0,60.0,57.0,55.0,59.0,59.0,59.0,55.0,59.0,77.0,84.0,68.0,70.0,65.0,61.0,46.0,60.0,76.0,50.0,55.0,50.0,76.0,60.0,80.0,89.0,73.0,84.0,71.0,80.0,42.0,78.0,70.0,79.0,75.0,42.0,38.0,29.0
Héldon,29,76,23000,Right,1.0,3.0,4.0,73.0,73.0,73.0,77.0,76.0,76.0,76.0,77.0,75.0,75.0,75.0,76.0,68.0,68.0,68.0,76.0,58.0,52.0,52.0,52.0,58.0,54.0,43.0,43.0,43.0,54.0,76.0,71.0,59.0,67.0,65.0,78.0,73.0,71.0,58.0,76.0,86.0,84.0,83.0,74.0,77.0,75.0,63.0,74.0,53.0,67.0,46.0,31.0,72.0,74.0,71.0,74.0,23.0,25.0,21.0
Mario Hermoso,23,76,21000,Left,1.0,4.0,2.0,62.0,62.0,62.0,65.0,63.0,63.0,63.0,65.0,63.0,63.0,63.0,68.0,66.0,66.0,66.0,68.0,76.0,73.0,73.0,73.0,76.0,77.0,77.0,77.0,77.0,77.0,71.0,29.0,72.0,67.0,37.0,61.0,65.0,55.0,63.0,72.0,78.0,88.0,78.0,70.0,71.0,61.0,86.0,77.0,77.0,32.0,76.0,76.0,64.0,52.0,45.0,68.0,72.0,79.0,78.0
F. Bartels,31,76,27000,Right,2.0,3.0,4.0,72.0,72.0,72.0,77.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,72.0,72.0,72.0,76.0,63.0,61.0,61.0,61.0,63.0,59.0,52.0,52.0,52.0,59.0,71.0,74.0,43.0,71.0,65.0,80.0,76.0,56.0,68.0,80.0,79.0,76.0,78.0,77.0,84.0,70.0,70.0,65.0,50.0,68.0,55.0,53.0,75.0,71.0,60.0,78.0,52.0,37.0,28.0
K. Malcuit,26,76,47000,Right,2.0,3.0,3.0,71.0,71.0,71.0,75.0,73.0,73.0,73.0,75.0,73.0,73.0,73.0,76.0,73.0,73.0,73.0,76.0,77.0,75.0,75.0,75.0,77.0,76.0,74.0,74.0,74.0,76.0,78.0,66.0,63.0,76.0,56.0,78.0,58.0,47.0,69.0,75.0,80.0,87.0,76.0,70.0,70.0,66.0,72.0,77.0,76.0,56.0,77.0,71.0,66.0,66.0,55.0,67.0,72.0,74.0,75.0
R. Marin,22,76,15000,Right,1.0,4.0,4.0,72.0,72.0,72.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,75.0,71.0,72.0,72.0,72.0,71.0,69.0,66.0,66.0,66.0,69.0,76.0,66.0,55.0,77.0,73.0,75.0,78.0,76.0,81.0,74.0,66.0,68.0,73.0,67.0,70.0,80.0,65.0,79.0,65.0,78.0,66.0,70.0,75.0,76.0,68.0,71.0,65.0,59.0,57.0
Ayoze Pérez,24,76,42000,Right,1.0,4.0,4.0,75.0,75.0,75.0,76.0,77.0,77.0,77.0,76.0,76.0,76.0,76.0,74.0,70.0,70.0,70.0,74.0,59.0,58.0,58.0,58.0,59.0,57.0,53.0,53.0,53.0,57.0,48.0,78.0,66.0,71.0,77.0,82.0,79.0,60.0,51.0,78.0,77.0,75.0,83.0,76.0,78.0,66.0,71.0,77.0,53.0,64.0,70.0,35.0,80.0,71.0,73.0,73.0,45.0,42.0,28.0
Júnior Moraes,31,76,1000,Right,1.0,4.0,3.0,76.0,76.0,76.0,72.0,76.0,76.0,76.0,72.0,72.0,72.0,72.0,69.0,64.0,64.0,64.0,69.0,52.0,49.0,49.0,49.0,52.0,49.0,44.0,44.0,44.0,49.0,36.0,80.0,68.0,72.0,65.0,73.0,53.0,35.0,33.0,74.0,74.0,76.0,68.0,79.0,73.0,69.0,68.0,71.0,67.0,75.0,46.0,41.0,80.0,58.0,70.0,69.0,22.0,13.0,13.0
V. Berisha,25,76,40000,Right,2.0,4.0,4.0,72.0,72.0,72.0,76.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,74.0,74.0,74.0,76.0,70.0,70.0,70.0,70.0,70.0,68.0,65.0,65.0,65.0,68.0,63.0,66.0,42.0,73.0,68.0,77.0,72.0,66.0,71.0,78.0,83.0,79.0,84.0,73.0,69.0,76.0,79.0,86.0,74.0,73.0,81.0,56.0,72.0,76.0,69.0,78.0,66.0,56.0,54.0
R. Freuler,26,76,26000,Right,2.0,3.0,3.0,70.0,70.0,70.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,75.0,75.0,75.0,75.0,75.0,75.0,73.0,69.0,69.0,69.0,73.0,70.0,64.0,41.0,78.0,68.0,73.0,60.0,70.0,74.0,76.0,69.0,69.0,71.0,76.0,61.0,70.0,58.0,78.0,66.0,70.0,60.0,72.0,76.0,74.0,61.0,76.0,76.0,72.0,68.0
Ganso,28,76,17000,Left,3.0,3.0,4.0,72.0,72.0,72.0,74.0,75.0,75.0,75.0,74.0,78.0,78.0,78.0,74.0,76.0,76.0,76.0,74.0,58.0,61.0,61.0,61.0,58.0,53.0,49.0,49.0,49.0,53.0,79.0,72.0,56.0,82.0,75.0,82.0,80.0,76.0,80.0,83.0,36.0,34.0,68.0,67.0,54.0,77.0,29.0,56.0,67.0,76.0,56.0,47.0,71.0,80.0,76.0,75.0,31.0,29.0,30.0
Vicente Gómez,29,76,12000,Left,1.0,2.0,3.0,68.0,68.0,68.0,67.0,69.0,69.0,69.0,67.0,72.0,72.0,72.0,68.0,76.0,76.0,76.0,68.0,68.0,75.0,75.0,75.0,68.0,68.0,72.0,72.0,72.0,68.0,57.0,66.0,74.0,82.0,48.0,67.0,61.0,65.0,77.0,77.0,35.0,35.0,62.0,70.0,35.0,63.0,58.0,70.0,73.0,60.0,65.0,75.0,70.0,79.0,46.0,70.0,67.0,72.0,68.0
M. Pašalić,23,76,71000,Right,1.0,4.0,4.0,73.0,73.0,73.0,74.0,75.0,75.0,75.0,74.0,75.0,75.0,75.0,74.0,77.0,77.0,77.0,74.0,73.0,75.0,75.0,75.0,73.0,71.0,72.0,72.0,72.0,71.0,68.0,66.0,65.0,78.0,69.0,77.0,69.0,59.0,74.0,79.0,60.0,66.0,69.0,74.0,54.0,77.0,69.0,78.0,78.0,75.0,76.0,72.0,70.0,74.0,61.0,74.0,61.0,72.0,64.0
Vitor Hugo,27,76,45000,Left,1.0,2.0,2.0,50.0,50.0,50.0,44.0,45.0,45.0,45.0,44.0,43.0,43.0,43.0,46.0,47.0,47.0,47.0,46.0,63.0,64.0,64.0,64.0,63.0,68.0,76.0,76.0,76.0,68.0,32.0,26.0,82.0,41.0,33.0,39.0,33.0,34.0,37.0,49.0,66.0,69.0,43.0,73.0,47.0,49.0,79.0,60.0,78.0,22.0,80.0,76.0,27.0,33.0,49.0,70.0,75.0,78.0,80.0
B. Fornaroli,30,76,15000,Right,1.0,4.0,4.0,76.0,76.0,76.0,74.0,76.0,76.0,76.0,74.0,74.0,74.0,74.0,73.0,68.0,68.0,68.0,73.0,59.0,57.0,57.0,57.0,59.0,57.0,54.0,54.0,54.0,57.0,56.0,78.0,66.0,68.0,71.0,74.0,74.0,72.0,49.0,76.0,78.0,74.0,78.0,76.0,81.0,74.0,74.0,76.0,80.0,63.0,65.0,36.0,80.0,70.0,74.0,80.0,29.0,40.0,37.0
R. Snodgrass,30,76,66000,Left,2.0,3.0,4.0,72.0,72.0,72.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,75.0,75.0,75.0,76.0,65.0,66.0,66.0,66.0,65.0,61.0,58.0,58.0,58.0,61.0,82.0,71.0,44.0,74.0,65.0,76.0,82.0,82.0,72.0,80.0,61.0,65.0,72.0,73.0,67.0,81.0,57.0,73.0,70.0,76.0,82.0,46.0,76.0,79.0,73.0,77.0,42.0,56.0,41.0
Francisco Geraldes,23,76,12000,Right,1.0,4.0,4.0,68.0,68.0,68.0,76.0,75.0,75.0,75.0,76.0,77.0,77.0,77.0,77.0,72.0,72.0,72.0,77.0,63.0,60.0,60.0,60.0,63.0,60.0,51.0,51.0,51.0,60.0,68.0,55.0,47.0,73.0,65.0,84.0,73.0,72.0,69.0,82.0,78.0,75.0,86.0,78.0,76.0,64.0,57.0,73.0,44.0,57.0,57.0,29.0,73.0,78.0,60.0,77.0,52.0,43.0,42.0
I. Ordets,25,76,1000,Right,1.0,3.0,2.0,60.0,60.0,60.0,53.0,55.0,55.0,55.0,53.0,54.0,54.0,54.0,55.0,60.0,60.0,60.0,55.0,68.0,72.0,72.0,72.0,68.0,71.0,76.0,76.0,76.0,71.0,41.0,46.0,74.0,66.0,59.0,38.0,39.0,46.0,61.0,61.0,61.0,69.0,48.0,71.0,38.0,73.0,56.0,79.0,88.0,57.0,70.0,76.0,38.0,34.0,34.0,68.0,78.0,77.0,73.0
D. Santon,27,76,47000,Right,2.0,3.0,3.0,67.0,67.0,67.0,71.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,72.0,73.0,73.0,73.0,72.0,76.0,76.0,76.0,76.0,76.0,76.0,75.0,75.0,75.0,76.0,76.0,46.0,65.0,76.0,57.0,75.0,74.0,43.0,69.0,75.0,67.0,74.0,66.0,73.0,57.0,74.0,74.0,74.0,72.0,68.0,72.0,76.0,63.0,64.0,57.0,74.0,75.0,77.0,76.0
M. Niang,23,76,37000,Right,2.0,4.0,3.0,76.0,76.0,76.0,77.0,78.0,78.0,78.0,77.0,76.0,76.0,76.0,76.0,68.0,68.0,68.0,76.0,56.0,52.0,52.0,52.0,56.0,53.0,46.0,46.0,46.0,53.0,65.0,68.0,64.0,70.0,72.0,81.0,68.0,66.0,57.0,80.0,85.0,91.0,82.0,66.0,65.0,86.0,69.0,64.0,69.0,73.0,50.0,30.0,77.0,72.0,70.0,69.0,30.0,24.0,20.0
O. Wendt,32,76,24000,Left,2.0,3.0,3.0,71.0,71.0,71.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,76.0,76.0,76.0,75.0,77.0,76.0,76.0,76.0,77.0,76.0,73.0,73.0,73.0,76.0,78.0,56.0,63.0,77.0,50.0,73.0,77.0,60.0,73.0,77.0,75.0,76.0,72.0,78.0,69.0,76.0,68.0,73.0,67.0,65.0,69.0,74.0,72.0,72.0,65.0,74.0,69.0,77.0,73.0
F. Benković,20,76,37000,Right,1.0,3.0,2.0,52.0,52.0,52.0,50.0,52.0,52.0,52.0,50.0,53.0,53.0,53.0,54.0,59.0,59.0,59.0,54.0,66.0,71.0,71.0,71.0,66.0,68.0,76.0,76.0,76.0,68.0,28.0,25.0,76.0,64.0,19.0,50.0,18.0,26.0,60.0,58.0,61.0,66.0,50.0,70.0,44.0,48.0,76.0,73.0,86.0,22.0,82.0,75.0,34.0,49.0,42.0,70.0,73.0,75.0,75.0
M. Torres,33,76,4000,Right,1.0,4.0,3.0,70.0,70.0,70.0,74.0,74.0,74.0,74.0,74.0,77.0,77.0,77.0,74.0,76.0,76.0,76.0,74.0,60.0,65.0,65.0,65.0,60.0,56.0,54.0,54.0,54.0,56.0,76.0,63.0,53.0,81.0,46.0,73.0,75.0,63.0,80.0,80.0,55.0,53.0,85.0,72.0,76.0,79.0,55.0,66.0,65.0,77.0,62.0,52.0,73.0,83.0,64.0,72.0,40.0,52.0,12.0
M. Noble,31,76,66000,Right,2.0,3.0,3.0,68.0,68.0,68.0,69.0,70.0,70.0,70.0,69.0,72.0,72.0,72.0,71.0,76.0,76.0,76.0,71.0,73.0,77.0,77.0,77.0,73.0,72.0,73.0,73.0,73.0,72.0,71.0,60.0,62.0,77.0,68.0,74.0,71.0,67.0,79.0,76.0,42.0,45.0,62.0,73.0,72.0,74.0,57.0,78.0,70.0,68.0,85.0,73.0,64.0,78.0,88.0,77.0,71.0,74.0,76.0
M. Rashica,22,76,25000,Right,1.0,4.0,3.0,72.0,72.0,72.0,77.0,75.0,75.0,75.0,77.0,75.0,75.0,75.0,77.0,68.0,68.0,68.0,77.0,62.0,57.0,57.0,57.0,62.0,58.0,49.0,49.0,49.0,58.0,76.0,69.0,50.0,68.0,68.0,80.0,71.0,61.0,64.0,77.0,93.0,86.0,90.0,70.0,77.0,79.0,41.0,75.0,57.0,72.0,67.0,26.0,68.0,70.0,45.0,72.0,53.0,29.0,36.0
C. Benteke,27,76,53000,Right,3.0,3.0,2.0,76.0,76.0,76.0,70.0,72.0,72.0,72.0,70.0,70.0,70.0,70.0,68.0,64.0,64.0,64.0,68.0,52.0,52.0,52.0,52.0,52.0,50.0,51.0,51.0,51.0,50.0,58.0,75.0,87.0,64.0,67.0,65.0,60.0,64.0,48.0,74.0,59.0,68.0,66.0,67.0,46.0,78.0,82.0,66.0,87.0,69.0,56.0,29.0,73.0,68.0,71.0,70.0,28.0,25.0,18.0
Rômulo,31,76,17000,Right,1.0,2.0,4.0,71.0,71.0,71.0,75.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,76.0,72.0,72.0,72.0,76.0,77.0,60.0,56.0,76.0,57.0,77.0,77.0,76.0,74.0,77.0,74.0,74.0,77.0,72.0,76.0,75.0,67.0,88.0,68.0,69.0,70.0,74.0,74.0,72.0,77.0,80.0,67.0,74.0,72.0
D. Pabón,30,76,46000,Right,2.0,4.0,3.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,76.0,76.0,76.0,77.0,72.0,72.0,72.0,77.0,63.0,61.0,61.0,61.0,63.0,60.0,54.0,54.0,54.0,60.0,69.0,72.0,51.0,69.0,77.0,78.0,76.0,76.0,70.0,73.0,86.0,84.0,81.0,76.0,83.0,86.0,77.0,87.0,81.0,77.0,74.0,44.0,79.0,74.0,73.0,72.0,30.0,40.0,33.0
Embarba,26,76,20000,Right,1.0,3.0,3.0,71.0,71.0,71.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,75.0,75.0,75.0,77.0,66.0,65.0,65.0,65.0,66.0,64.0,56.0,56.0,56.0,64.0,71.0,72.0,45.0,78.0,53.0,76.0,62.0,65.0,76.0,72.0,76.0,79.0,79.0,76.0,78.0,69.0,61.0,77.0,61.0,68.0,56.0,49.0,75.0,79.0,62.0,61.0,41.0,52.0,49.0
C. Kerbrat,31,76,21000,Right,1.0,3.0,2.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,62.0,66.0,66.0,66.0,62.0,71.0,74.0,74.0,74.0,71.0,72.0,77.0,77.0,77.0,72.0,50.0,49.0,70.0,71.0,32.0,60.0,50.0,44.0,66.0,70.0,59.0,66.0,60.0,69.0,62.0,54.0,71.0,73.0,77.0,55.0,75.0,78.0,39.0,49.0,54.0,72.0,77.0,78.0,77.0
L. Teodorczyk,27,76,28000,Right,2.0,2.0,3.0,76.0,76.0,76.0,70.0,73.0,73.0,73.0,70.0,70.0,70.0,70.0,70.0,64.0,64.0,64.0,70.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,51.0,51.0,52.0,57.0,77.0,82.0,69.0,75.0,65.0,50.0,49.0,45.0,70.0,66.0,74.0,61.0,72.0,58.0,77.0,69.0,82.0,81.0,68.0,77.0,24.0,80.0,65.0,65.0,74.0,37.0,22.0,20.0
Alexo Baia,30,76,25000,Right,1.0,3.0,3.0,62.0,62.0,62.0,70.0,66.0,66.0,66.0,70.0,69.0,69.0,69.0,72.0,71.0,71.0,71.0,72.0,77.0,75.0,75.0,75.0,77.0,76.0,74.0,74.0,74.0,76.0,72.0,51.0,66.0,77.0,39.0,77.0,51.0,52.0,74.0,71.0,74.0,77.0,81.0,75.0,72.0,34.0,65.0,80.0,61.0,51.0,81.0,71.0,55.0,56.0,66.0,73.0,77.0,76.0,77.0
David Seijalbo,34,76,25000,Left,1.0,2.0,2.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,63.0,63.0,63.0,63.0,69.0,69.0,69.0,63.0,72.0,77.0,77.0,77.0,72.0,73.0,76.0,76.0,76.0,73.0,48.0,45.0,60.0,77.0,53.0,50.0,47.0,44.0,76.0,70.0,58.0,70.0,77.0,79.0,76.0,65.0,81.0,88.0,80.0,62.0,83.0,70.0,36.0,52.0,62.0,80.0,81.0,77.0,68.0
N. Nández,22,76,20000,Right,1.0,3.0,4.0,72.0,72.0,72.0,74.0,75.0,75.0,75.0,74.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0,75.0,77.0,79.0,79.0,79.0,77.0,76.0,76.0,76.0,76.0,76.0,57.0,66.0,48.0,76.0,31.0,74.0,46.0,52.0,69.0,76.0,78.0,78.0,81.0,80.0,79.0,74.0,77.0,91.0,82.0,65.0,83.0,78.0,73.0,70.0,55.0,79.0,77.0,76.0,73.0
L. Rupp,27,76,32000,Right,1.0,3.0,3.0,69.0,69.0,69.0,75.0,74.0,74.0,74.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,74.0,73.0,73.0,73.0,74.0,72.0,67.0,67.0,67.0,72.0,74.0,64.0,45.0,79.0,63.0,78.0,73.0,60.0,74.0,79.0,70.0,67.0,77.0,74.0,80.0,75.0,66.0,79.0,59.0,67.0,63.0,64.0,68.0,76.0,63.0,70.0,67.0,72.0,69.0
Jordi Amat,26,76,18000,Right,2.0,3.0,2.0,58.0,58.0,58.0,55.0,57.0,57.0,57.0,55.0,58.0,58.0,58.0,56.0,62.0,62.0,62.0,56.0,67.0,71.0,71.0,71.0,67.0,69.0,76.0,76.0,76.0,69.0,31.0,34.0,74.0,68.0,28.0,50.0,40.0,36.0,52.0,65.0,61.0,69.0,59.0,70.0,57.0,75.0,78.0,66.0,79.0,65.0,82.0,71.0,30.0,59.0,28.0,69.0,76.0,76.0,79.0
F. Di Francesco,24,76,44000,Right,1.0,4.0,4.0,71.0,71.0,71.0,78.0,76.0,76.0,76.0,78.0,77.0,77.0,77.0,78.0,72.0,72.0,72.0,78.0,64.0,60.0,60.0,60.0,64.0,60.0,50.0,50.0,50.0,60.0,77.0,60.0,40.0,77.0,72.0,83.0,78.0,69.0,67.0,82.0,82.0,83.0,79.0,72.0,77.0,74.0,44.0,76.0,65.0,70.0,42.0,34.0,74.0,68.0,69.0,74.0,48.0,38.0,36.0
O. El Kaddouri,27,76,1000,Right,1.0,4.0,3.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,76.0,76.0,76.0,76.0,76.0,69.0,69.0,69.0,69.0,69.0,67.0,65.0,65.0,65.0,67.0,73.0,63.0,71.0,78.0,70.0,77.0,77.0,72.0,75.0,80.0,73.0,75.0,72.0,71.0,54.0,81.0,70.0,70.0,77.0,77.0,56.0,61.0,74.0,77.0,70.0,72.0,50.0,59.0,53.0
T. Rogić,25,76,46000,Left,1.0,4.0,4.0,75.0,75.0,75.0,76.0,77.0,77.0,77.0,76.0,77.0,77.0,77.0,74.0,72.0,72.0,72.0,74.0,60.0,61.0,61.0,61.0,60.0,58.0,55.0,55.0,55.0,58.0,61.0,70.0,60.0,76.0,68.0,82.0,76.0,57.0,70.0,82.0,74.0,66.0,74.0,64.0,75.0,82.0,52.0,55.0,77.0,80.0,48.0,38.0,75.0,73.0,56.0,83.0,46.0,48.0,41.0
G. Töre,26,76,43000,Left,2.0,4.0,3.0,72.0,72.0,72.0,77.0,75.0,75.0,75.0,77.0,76.0,76.0,76.0,77.0,71.0,71.0,71.0,77.0,63.0,62.0,62.0,62.0,63.0,60.0,55.0,55.0,55.0,60.0,79.0,66.0,59.0,74.0,59.0,81.0,75.0,68.0,76.0,80.0,82.0,84.0,82.0,65.0,80.0,74.0,58.0,66.0,75.0,70.0,78.0,43.0,67.0,71.0,66.0,70.0,45.0,38.0,32.0
M. Destro,27,76,33000,Right,2.0,3.0,4.0,76.0,76.0,76.0,73.0,75.0,75.0,75.0,73.0,71.0,71.0,71.0,70.0,62.0,62.0,62.0,70.0,51.0,48.0,48.0,48.0,51.0,49.0,46.0,46.0,46.0,49.0,56.0,78.0,76.0,68.0,70.0,74.0,68.0,51.0,42.0,76.0,73.0,73.0,73.0,72.0,76.0,74.0,79.0,58.0,68.0,60.0,60.0,20.0,82.0,58.0,69.0,76.0,28.0,22.0,20.0
Josué,27,76,19000,Left,1.0,2.0,4.0,73.0,73.0,73.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,75.0,74.0,74.0,74.0,75.0,67.0,67.0,67.0,67.0,67.0,65.0,61.0,61.0,61.0,65.0,73.0,71.0,57.0,75.0,67.0,78.0,78.0,73.0,74.0,77.0,66.0,70.0,77.0,73.0,80.0,82.0,52.0,71.0,61.0,77.0,80.0,54.0,73.0,76.0,75.0,71.0,49.0,53.0,59.0
Ki Sung Yueng,29,76,46000,Right,2.0,4.0,4.0,73.0,73.0,73.0,74.0,75.0,75.0,75.0,74.0,76.0,76.0,76.0,75.0,77.0,77.0,77.0,75.0,70.0,72.0,72.0,72.0,70.0,69.0,69.0,69.0,69.0,69.0,73.0,69.0,71.0,84.0,55.0,74.0,76.0,77.0,79.0,80.0,60.0,61.0,67.0,66.0,59.0,82.0,68.0,69.0,70.0,71.0,68.0,54.0,72.0,79.0,76.0,81.0,60.0,70.0,71.0
H. Onyekuru,21,76,56000,Right,2.0,4.0,4.0,74.0,74.0,74.0,78.0,76.0,76.0,76.0,78.0,76.0,76.0,76.0,76.0,67.0,67.0,67.0,76.0,58.0,53.0,53.0,53.0,58.0,55.0,46.0,46.0,46.0,55.0,69.0,78.0,57.0,67.0,69.0,83.0,58.0,45.0,63.0,76.0,90.0,90.0,91.0,69.0,81.0,71.0,91.0,70.0,44.0,73.0,53.0,18.0,70.0,67.0,65.0,70.0,37.0,38.0,25.0
N. Pépé,23,76,26000,Left,1.0,3.0,4.0,73.0,73.0,73.0,78.0,77.0,77.0,77.0,78.0,76.0,76.0,76.0,76.0,66.0,66.0,66.0,76.0,57.0,50.0,50.0,50.0,57.0,52.0,41.0,41.0,41.0,52.0,68.0,72.0,44.0,66.0,60.0,81.0,77.0,65.0,49.0,78.0,90.0,87.0,90.0,78.0,75.0,77.0,68.0,76.0,56.0,70.0,43.0,25.0,75.0,69.0,62.0,73.0,28.0,20.0,19.0
Matheus Pereira,22,76,12000,Left,1.0,3.0,4.0,72.0,72.0,72.0,78.0,76.0,76.0,76.0,78.0,76.0,76.0,76.0,77.0,71.0,71.0,71.0,77.0,62.0,59.0,59.0,59.0,62.0,58.0,50.0,50.0,50.0,58.0,73.0,73.0,43.0,73.0,72.0,82.0,78.0,71.0,63.0,79.0,79.0,79.0,83.0,72.0,88.0,74.0,66.0,74.0,55.0,72.0,61.0,39.0,74.0,69.0,71.0,80.0,43.0,37.0,29.0
Y. Salibur,27,76,23000,Left,2.0,4.0,4.0,75.0,75.0,75.0,78.0,77.0,77.0,77.0,78.0,76.0,76.0,76.0,77.0,71.0,71.0,71.0,77.0,63.0,59.0,59.0,59.0,63.0,60.0,52.0,52.0,52.0,60.0,74.0,74.0,58.0,72.0,62.0,78.0,72.0,74.0,67.0,76.0,90.0,85.0,82.0,72.0,75.0,78.0,77.0,69.0,68.0,76.0,46.0,48.0,74.0,71.0,65.0,73.0,37.0,33.0,35.0
E. Vargas,28,76,55000,Right,2.0,4.0,4.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,77.0,72.0,72.0,72.0,77.0,61.0,58.0,58.0,58.0,61.0,58.0,52.0,52.0,52.0,58.0,69.0,76.0,65.0,72.0,81.0,81.0,72.0,58.0,66.0,78.0,84.0,76.0,86.0,77.0,72.0,77.0,77.0,76.0,65.0,74.0,60.0,25.0,76.0,73.0,70.0,73.0,34.0,45.0,36.0
L. Magallán,24,76,18000,Right,1.0,3.0,2.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,58.0,61.0,61.0,61.0,58.0,69.0,71.0,71.0,71.0,69.0,71.0,76.0,76.0,76.0,71.0,45.0,35.0,76.0,66.0,27.0,57.0,32.0,34.0,56.0,62.0,60.0,63.0,65.0,73.0,65.0,50.0,90.0,78.0,80.0,33.0,70.0,79.0,34.0,44.0,44.0,70.0,77.0,75.0,72.0
Danny,34,76,12000,Right,3.0,4.0,4.0,71.0,71.0,71.0,77.0,76.0,76.0,76.0,77.0,78.0,78.0,78.0,77.0,74.0,74.0,74.0,77.0,62.0,63.0,63.0,63.0,62.0,58.0,53.0,53.0,53.0,58.0,77.0,67.0,47.0,77.0,68.0,80.0,82.0,74.0,75.0,82.0,64.0,63.0,76.0,71.0,74.0,71.0,70.0,60.0,54.0,70.0,73.0,43.0,74.0,77.0,67.0,82.0,48.0,35.0,32.0
C. Hérelle,25,76,26000,Right,1.0,3.0,2.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,63.0,66.0,66.0,66.0,63.0,73.0,74.0,74.0,74.0,73.0,74.0,77.0,77.0,77.0,74.0,60.0,40.0,80.0,77.0,35.0,58.0,49.0,42.0,68.0,66.0,62.0,66.0,62.0,71.0,62.0,59.0,77.0,75.0,70.0,49.0,71.0,77.0,49.0,45.0,47.0,66.0,75.0,78.0,76.0
