Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
5.5,40.1,No,8.1,5,29.22
7.2,46.0,No,5.4,1,32.16
5.0,86.7,No,4.7,5,57.72
1.1,96.7,Yes,4.8,3,52.85
1.1,65.2,No,8.8,9,38.18
3.9,70.2,No,7.4,1,47.08
8.4,48.7,Yes,4.2,1,40.29
2.8,72.5,No,4.7,8,42.18
6.1,48.5,No,6.4,3,33.1
2.8,76.1,No,5.0,7,42.14
3.6,95.1,Yes,8.0,5,55.6
7.8,51.5,No,6.9,2,34.18
6.8,85.1,No,7.1,7,66.1
1.8,41.4,No,6.3,7,19.49
4.4,62.2,Yes,5.3,3,40.64
1.2,46.5,No,6.9,6,22.38
4.8,60.8,No,7.6,5,40.51
6.3,50.2,Yes,5.9,1,40.15
1.9,62.0,Yes,6.5,1,32.7
3.3,64.6,No,8.2,2,33.25
4.2,57.7,Yes,4.7,7,36.84
8.4,78.7,No,6.7,3,61.67
8.9,94.2,Yes,5.7,9,76.82
1.4,63.6,Yes,7.5,3,37.17
7.1,51.3,No,4.1,4,37.41
4.0,56.0,Yes,7.4,8,33.77
4.1,90.4,No,4.5,4,56.61
7.0,73.7,No,4.3,7,55.16
8.3,66.8,No,7.6,5,54.14
8.6,48.8,No,7.2,6,37.97
5.6,66.5,No,8.5,8,46.19
3.9,56.4,Yes,6.6,4,32.09
7.3,95.6,No,6.7,6,69.7
3.0,92.2,Yes,7.5,2,55.67
5.5,45.0,No,5.6,9,35.02
3.9,70.5,No,4.2,9,49.71
6.3,53.3,No,5.2,6,45.42
2.9,64.2,Yes,5.2,6,40.64
2.5,91.7,Yes,5.7,7,58.43
8.3,71.1,No,8.7,4,53.06
1.8,59.7,Yes,8.0,7,32.78
5.0,52.3,No,8.7,1,37.29
2.8,87.2,No,9.0,7,49.95
1.3,76.8,Yes,6.2,1,41.94
1.3,67.6,Yes,5.1,8,45.62
2.4,52.8,No,6.8,6,32.84
7.9,59.7,No,8.4,1,44.51
3.3,96.6,Yes,6.3,1,50.6
8.6,70.7,Yes,6.5,4,56.88
5.7,63.6,Yes,4.7,7,50.32
4.5,70.8,Yes,6.1,5,45.92
5.6,86.0,No,5.9,5,61.14
5.1,60.1,No,5.8,8,44.04
7.1,50.5,No,8.4,2,39.14
3.3,74.5,No,4.3,4,41.51
3.8,79.2,Yes,8.9,4,44.53
8.2,82.1,No,4.0,8,60.93
8.6,92.0,No,8.7,6,68.21
8.1,61.9,No,6.7,9,54.69
4.4,44.4,No,7.5,9,32.7
7.2,96.5,No,4.9,4,70.54
4.8,65.7,No,7.3,7,46.06
5.0,76.8,Yes,8.4,3,48.76
2.6,79.3,No,4.7,6,42.6
5.7,72.2,No,4.6,1,42.91
2.5,52.1,No,5.5,5,29.34
3.7,84.6,No,4.8,6,50.1
7.8,87.4,No,4.6,5,58.57
2.7,72.6,No,7.4,7,47.8
1.6,68.8,No,5.1,4,36.06
1.6,46.7,No,7.3,5,24.95
8.5,45.0,No,8.3,4,36.52
5.1,60.0,No,7.3,9,39.6
4.3,58.3,Yes,4.6,2,34.98
7.5,96.3,No,6.9,1,56.91
7.7,86.2,No,6.0,4,64.66
3.7,78.9,No,5.7,6,45.78
6.5,70.5,Yes,5.6,8,52.76
7.2,49.9,No,8.6,4,41.21
6.2,97.7,Yes,7.7,1,63.72
2.2,62.1,No,4.7,9,32.2
8.0,46.3,Yes,6.4,3,45.28
5.3,69.1,No,5.6,6,40.67
3.3,91.6,Yes,8.9,8,50.6
4.4,92.4,Yes,8.9,5,63.97
1.3,40.6,No,5.6,7,14.64
2.0,92.3,Yes,5.8,9,61.45
7.1,56.0,No,7.0,1,41.53
1.0,42.3,No,6.4,8,22.97
4.3,90.0,No,5.1,2,51.19
5.2,91.0,Yes,7.3,1,54.45
1.4,75.2,No,5.7,4,37.66
8.8,73.9,Yes,7.3,6,57.0
2.8,88.0,No,5.9,8,58.4
3.4,86.4,No,7.5,1,46.25
3.4,92.5,Yes,7.3,1,56.35
2.8,72.6,No,6.5,2,43.91
1.0,97.1,Yes,7.5,9,53.97
6.8,98.8,No,6.3,4,68.58
8.7,46.9,No,4.6,7,38.82
2.8,90.1,No,4.9,3,49.73
6.3,69.5,No,5.2,1,43.51
6.9,62.9,No,4.3,1,39.8
7.8,76.2,No,7.6,9,61.03
4.4,43.3,No,5.8,4,22.61
3.4,69.9,No,4.5,3,43.39
3.6,91.4,No,8.1,5,51.75
6.7,52.6,No,7.4,1,32.01
7.5,65.2,Yes,6.3,3,48.33
2.5,95.4,Yes,5.2,4,53.69
4.0,65.3,Yes,4.8,6,43.72
8.2,61.1,No,6.3,9,52.28
7.5,66.0,Yes,8.4,3,43.99
8.9,70.6,No,4.9,4,58.71
7.0,77.3,No,6.8,5,54.59
4.1,87.2,No,8.8,8,58.6
5.7,66.7,No,7.2,9,58.2
6.3,88.2,Yes,6.2,3,65.18
1.6,71.5,No,7.6,3,38.24
5.4,60.0,No,8.1,7,37.73
6.7,78.8,No,7.0,9,53.53
2.3,82.3,No,8.4,1,49.05
7.2,72.9,Yes,6.6,1,50.19
5.7,43.3,No,8.2,2,29.37
8.6,50.0,Yes,8.8,6,41.78
1.3,56.8,No,6.5,3,29.23
3.1,56.7,Yes,7.0,8,42.09
5.8,79.7,No,7.0,5,60.28
3.4,41.1,Yes,7.9,3,23.35
6.7,84.6,No,8.1,8,64.77
7.1,55.7,Yes,4.1,8,45.25
1.8,58.3,No,7.7,2,32.71
5.1,71.1,No,7.9,5,47.62
5.1,52.7,Yes,7.5,3,32.93
4.0,92.2,Yes,7.6,7,65.6
8.5,45.0,No,4.2,2,36.86
7.6,66.2,Yes,6.2,9,53.56
6.6,90.1,No,8.1,2,61.06
6.7,76.3,No,8.7,2,49.71
4.7,57.2,Yes,5.1,6,41.1
8.4,64.8,Yes,6.9,3,50.69
6.6,81.7,No,8.0,3,52.84
6.8,97.4,Yes,7.8,2,76.25
7.9,92.7,Yes,7.1,5,64.66
3.2,60.2,Yes,4.1,5,37.65
7.5,98.9,Yes,7.6,7,73.35
2.6,40.2,Yes,7.9,8,22.47
3.8,41.6,No,7.6,8,27.48
3.7,88.6,No,7.8,3,47.54
8.8,51.8,No,6.2,6,53.66
7.9,43.6,Yes,9.0,5,38.8
6.6,54.0,Yes,7.9,4,41.03
6.8,65.1,No,6.9,6,56.46
5.5,83.1,No,8.7,4,51.98
8.6,76.8,Yes,8.5,8,69.04
5.0,54.0,No,8.1,9,42.64
4.0,69.7,No,6.8,1,32.54
2.3,94.6,No,6.6,1,49.52
7.3,88.1,Yes,5.6,4,64.78
6.9,59.1,No,5.3,6,44.67
4.1,98.0,No,6.6,8,63.14
1.2,81.8,No,6.9,1,38.22
7.7,43.7,No,5.2,3,32.13
1.1,42.1,Yes,8.6,4,19.88
6.6,49.9,No,6.8,2,43.7
8.8,82.9,No,6.6,9,62.89
4.5,50.8,No,6.2,3,29.7
2.9,70.2,No,4.3,4,39.34
6.6,45.5,No,8.4,4,29.61
7.5,94.3,Yes,5.6,1,66.7
5.4,60.3,Yes,7.2,5,37.84
8.7,93.6,No,7.0,5,65.45
1.4,95.7,Yes,6.9,2,47.31
5.0,40.4,Yes,6.6,1,20.2
6.7,67.4,No,4.9,5,53.34
7.9,41.5,No,5.4,5,37.87
2.4,93.6,Yes,6.6,7,60.69
7.4,70.6,No,7.9,2,53.96
5.4,44.4,Yes,6.2,8,34.9
4.2,46.5,Yes,5.0,5,30.72
2.1,62.6,Yes,4.4,5,39.04
7.9,95.5,Yes,7.3,9,80.27
2.3,80.9,No,6.1,2,38.19
3.5,91.2,No,4.6,2,61.94
3.3,61.6,No,7.4,5,31.96
8.0,42.5,Yes,5.0,1,32.93
6.4,97.5,No,6.5,5,66.36
7.4,41.0,Yes,5.5,5,36.42
3.0,95.9,Yes,8.7,8,69.27
6.0,61.8,No,5.1,6,47.95
5.6,40.6,No,6.1,6,32.18
7.7,80.7,Yes,8.8,5,65.71
8.2,97.9,Yes,5.6,5,73.45
1.1,97.0,No,7.2,8,52.51
6.4,49.5,No,5.6,1,35.65
1.4,50.7,No,4.6,9,28.24
5.4,73.4,No,7.1,6,46.78
3.3,77.6,No,8.6,9,55.5
3.5,83.6,Yes,6.3,2,49.2
3.8,50.7,No,7.1,3,25.74
6.0,96.6,Yes,7.0,1,59.14
3.7,77.7,Yes,6.1,5,50.86
6.9,90.0,No,7.1,2,64.77
4.2,71.9,No,5.3,1,43.55
1.5,64.4,Yes,5.9,9,40.53
7.3,97.7,No,6.2,9,68.21
3.3,74.3,No,8.3,6,46.32
4.5,91.1,Yes,5.7,8,59.72
6.5,96.2,Yes,7.2,9,69.75
3.7,79.8,Yes,5.1,5,49.14
1.5,72.4,Yes,5.3,2,34.63
4.0,40.2,No,7.2,4,28.21
8.6,42.4,No,7.8,3,33.29
6.1,51.9,No,6.3,7,34.37
6.4,51.0,Yes,5.7,8,38.54
6.1,55.0,Yes,8.6,5,45.62
2.6,58.0,Yes,4.7,2,32.6
4.3,61.2,Yes,7.6,9,37.22
7.0,64.8,Yes,7.5,1,49.08
1.8,45.8,No,7.5,5,23.81
3.2,42.5,Yes,8.7,3,24.26
3.2,79.8,No,7.6,8,49.37
4.5,71.7,No,5.5,8,42.43
8.8,66.2,No,5.8,1,50.63
1.5,77.4,Yes,6.0,4,37.32
5.1,88.8,No,4.2,8,57.84
2.4,65.2,No,8.6,9,39.46
8.8,77.8,Yes,4.4,9,67.14
1.9,96.3,No,7.5,2,52.28
4.2,89.5,No,7.7,9,62.38
6.9,65.1,No,8.2,8,46.24
6.6,78.0,Yes,6.8,9,59.39
4.4,50.4,No,7.6,9,38.59
3.8,73.1,No,5.5,3,47.85
4.2,97.9,No,7.7,5,56.73
3.1,70.6,No,5.7,3,36.46
2.6,94.7,No,8.5,6,58.67
4.9,64.0,Yes,4.8,5,49.45
3.1,98.9,No,5.6,2,57.2
3.3,74.2,No,6.5,3,38.31
6.3,42.5,Yes,7.9,7,32.02
8.7,74.6,Yes,7.7,5,60.78
5.8,56.2,No,5.1,3,39.14
1.6,41.9,No,4.7,4,18.39
1.6,88.4,Yes,5.5,6,46.26
8.6,56.3,Yes,6.4,8,55.16
3.4,87.0,No,6.7,7,52.53
1.7,57.0,No,6.1,3,30.51
5.8,51.5,Yes,7.3,2,29.29
6.0,97.5,No,6.1,3,68.11
6.2,61.3,Yes,8.7,5,43.53
3.1,75.5,Yes,5.3,7,52.74
1.1,76.0,No,7.1,8,45.1
8.7,73.1,Yes,7.1,6,54.05
3.0,94.0,No,5.4,2,53.64
6.4,79.8,Yes,6.1,2,61.05
6.7,63.8,No,5.8,5,43.86
5.9,90.9,Yes,4.9,5,68.31
3.5,50.7,Yes,6.4,1,30.57
3.2,72.1,No,5.9,1,44.72
5.8,96.1,No,4.9,9,66.9
7.9,76.9,No,6.2,7,58.56
8.6,88.2,No,6.1,8,75.55
1.8,78.6,No,4.7,5,45.5
2.2,89.5,No,4.7,3,47.63
8.6,95.7,No,7.2,3,70.82
6.9,56.1,No,7.5,3,39.05
8.1,50.0,No,8.7,1,39.88
2.6,68.6,No,4.4,3,41.64
5.7,81.4,Yes,4.6,2,52.39
6.6,53.4,No,4.3,8,38.17
6.4,40.2,Yes,6.7,6,30.34
4.3,60.2,Yes,7.1,5,40.44
1.1,97.2,No,6.0,1,46.08
5.7,81.0,No,8.0,2,46.83
3.0,63.7,No,7.4,2,30.55
4.6,51.4,No,8.9,7,41.19
8.7,61.0,Yes,4.7,7,51.66
4.2,50.0,No,4.3,6,32.24
7.7,46.3,No,5.4,8,36.74
2.5,93.5,Yes,4.1,4,51.38
6.4,98.9,Yes,8.7,9,69.98
8.8,49.7,No,5.5,8,44.35
1.8,43.2,No,6.8,3,13.94
1.1,59.5,No,5.6,3,32.33
4.5,67.2,No,5.2,9,45.74
1.7,52.1,No,4.8,9,30.52
7.0,57.8,Yes,5.6,5,48.54
8.3,51.9,No,7.1,1,43.88
4.5,85.7,Yes,8.9,3,52.73
3.1,82.0,Yes,6.8,5,52.53
4.5,77.5,No,6.7,4,50.91
6.8,62.8,No,4.2,4,45.81
1.1,93.6,No,8.2,1,52.19
5.7,97.2,No,4.2,6,67.3
5.9,50.2,Yes,8.5,4,40.93
6.1,53.2,Yes,6.7,1,42.59
2.9,71.0,Yes,4.8,6,43.3
6.7,45.4,No,6.3,5,35.75
1.7,65.8,No,9.0,5,39.64
2.6,74.3,No,5.5,2,39.18
8.0,70.8,Yes,5.3,1,53.9
6.9,59.5,No,4.6,7,43.18
1.1,72.0,No,7.0,5,28.65
3.0,96.6,No,4.4,3,56.98
2.7,52.2,No,7.8,6,24.82
3.2,78.6,No,8.6,3,43.14
3.0,42.6,Yes,8.7,6,31.03
1.5,43.9,Yes,4.5,6,26.54
4.7,72.6,Yes,6.8,9,56.33
6.9,46.2,Yes,4.5,8,31.48
5.9,41.3,Yes,6.9,1,30.65
6.4,50.1,Yes,8.1,7,40.33
1.6,73.3,Yes,6.7,9,48.45
8.6,81.5,No,8.4,2,66.28
7.7,51.9,No,8.0,9,40.61
7.4,79.4,No,5.4,6,58.27
7.6,50.8,Yes,7.2,3,44.51
8.5,76.2,Yes,4.0,8,60.03
5.4,64.3,Yes,6.0,7,53.44
2.6,78.6,No,5.2,8,45.52
5.9,98.7,No,8.7,8,67.73
6.9,95.3,Yes,6.0,7,64.77
6.9,40.3,No,7.3,1,30.73
5.2,92.2,Yes,7.7,8,52.16
1.5,43.9,No,7.9,5,21.38
4.0,96.2,Yes,7.7,2,63.91
8.4,56.6,Yes,5.4,2,39.58
5.7,62.5,No,7.4,2,34.81
5.3,45.4,No,6.7,9,39.87
3.2,46.6,No,7.0,5,32.65
3.9,82.9,No,4.0,3,43.17
8.2,95.7,Yes,5.3,6,78.18
6.3,76.0,No,8.7,9,58.84
7.3,82.2,No,5.5,9,66.16
4.6,85.0,No,6.2,9,54.07
6.0,55.5,No,4.9,4,44.54
3.0,42.7,No,4.7,5,22.87
6.6,40.1,No,5.0,1,27.24
4.4,60.7,No,6.8,6,41.9
4.5,54.2,No,8.6,2,32.37
6.2,43.7,No,5.6,7,28.46
8.5,50.6,No,5.6,4,42.55
1.5,47.3,No,6.8,4,21.84
7.6,94.0,Yes,5.8,9,68.32
3.3,48.3,Yes,8.6,1,33.0
4.6,71.7,No,5.9,6,56.14
1.2,75.0,Yes,6.5,2,34.94
3.4,72.1,No,6.7,6,45.02
5.0,45.8,No,7.9,7,32.23
1.4,58.8,No,6.8,3,38.19
4.9,43.0,No,5.2,4,30.38
8.4,63.3,No,4.6,2,51.2
1.8,51.1,No,8.7,7,34.09
7.1,73.1,Yes,8.0,9,59.09
4.3,80.9,No,4.1,5,49.12
6.2,71.4,No,8.1,5,56.76
3.1,65.6,Yes,7.0,9,46.67
2.3,62.9,No,6.6,8,34.06
2.3,89.7,No,4.1,1,44.03
1.6,52.9,No,7.9,2,23.88
2.5,83.3,Yes,5.0,7,54.94
6.3,84.7,No,7.6,3,62.95
8.1,64.7,Yes,4.1,6,60.51
7.5,57.5,No,8.0,1,39.46
6.5,67.8,No,4.1,8,50.47
1.9,45.5,No,5.2,2,19.08
3.3,42.7,No,5.3,1,21.12
3.5,46.6,Yes,4.8,2,30.38
3.0,51.0,Yes,6.4,8,33.4
5.1,69.7,Yes,5.4,5,52.58
5.3,90.1,No,9.0,9,60.99
3.9,53.9,No,6.9,3,35.11
3.8,95.2,Yes,6.8,8,60.54
7.6,96.3,Yes,5.1,4,61.27
7.3,96.6,No,6.0,7,65.16
3.5,89.4,No,4.6,8,56.05
8.3,61.5,Yes,7.8,3,57.37
8.6,44.3,Yes,5.7,3,37.45
3.6,73.6,Yes,7.8,1,42.9
3.8,73.0,Yes,5.9,8,50.57
5.0,90.1,Yes,8.9,2,55.98
8.5,98.8,Yes,4.9,7,72.69
8.0,70.0,No,4.0,7,54.51
1.8,60.4,No,7.0,7,32.41
4.1,51.0,Yes,8.8,4,27.01
5.4,40.3,No,7.2,7,28.63
5.0,70.0,No,4.4,8,50.22
2.6,72.8,No,6.7,9,47.51
7.9,88.7,Yes,8.5,7,73.74
6.4,69.8,No,4.0,6,54.34
7.7,94.1,No,4.8,5,63.03
7.9,77.1,Yes,8.1,7,58.26
7.0,89.6,No,8.5,2,58.4
4.5,48.7,No,7.5,5,31.94
5.9,90.5,No,9.0,8,61.48
2.3,79.8,Yes,4.5,6,45.99
6.4,50.0,Yes,6.7,6,36.5
2.4,51.2,No,7.4,1,28.71
6.6,94.7,Yes,7.5,2,60.49
2.8,41.9,No,8.0,3,18.83
1.9,67.3,Yes,8.6,7,42.84
2.3,58.5,No,5.8,6,35.92
1.0,79.2,No,4.2,5,39.87
6.7,89.5,Yes,5.8,9,70.1
6.9,61.3,No,7.4,7,50.64
5.1,65.2,No,5.1,9,53.73
2.3,97.9,Yes,8.0,3,59.54
1.7,86.3,Yes,5.1,8,57.69
1.2,92.9,Yes,4.1,9,54.21
2.3,65.9,Yes,6.5,2,41.66
8.1,53.8,No,7.6,4,49.54
2.9,64.3,No,5.7,2,34.24
3.8,82.2,Yes,7.7,7,51.38
1.8,46.5,Yes,6.2,4,22.61
2.8,56.0,Yes,4.9,6,35.43
5.2,42.8,No,4.5,8,27.12
5.9,65.5,Yes,7.6,6,46.47
3.0,88.8,No,5.9,4,56.06
1.5,41.5,Yes,8.6,6,25.92
4.1,79.8,No,6.7,1,37.3
2.9,95.0,Yes,5.7,6,52.46
2.8,54.0,No,5.7,8,41.61
8.7,80.9,No,4.7,4,65.03
5.9,97.5,No,7.0,9,66.0
5.5,96.8,No,6.9,6,58.31
4.3,53.9,No,8.0,6,31.13
4.4,45.9,No,5.0,4,30.87
5.3,48.7,No,5.5,8,44.06
6.6,81.4,No,4.5,5,63.73
6.6,82.8,No,5.5,1,47.92
2.4,79.8,No,6.1,7,45.67
5.0,59.8,Yes,8.8,8,41.4
4.3,50.0,No,7.3,6,34.0
8.0,74.3,No,7.9,7,52.91
6.1,68.5,Yes,5.6,7,48.42
5.3,83.0,No,4.7,4,49.57
1.9,66.0,Yes,5.3,4,38.34
5.8,60.0,No,5.3,1,36.45
1.9,57.3,No,6.9,2,27.11
3.7,52.5,Yes,5.7,3,33.96
2.1,55.7,No,8.3,5,37.65
6.5,45.6,Yes,8.9,9,49.44
2.7,60.5,Yes,5.7,5,37.51
4.1,42.2,Yes,7.5,6,29.59
8.2,51.0,No,7.3,7,49.79
2.6,84.1,No,5.0,4,51.88
5.1,59.2,Yes,8.6,8,48.04
4.4,79.4,No,5.0,6,44.02
1.1,82.3,Yes,7.7,1,47.45
7.3,74.3,No,5.7,6,56.46
1.6,96.6,Yes,5.8,2,48.68
4.8,41.3,Yes,6.3,4,26.27
5.5,83.6,Yes,8.3,4,59.22
6.0,96.6,No,4.7,5,53.84
6.5,90.9,No,4.3,2,58.6
3.0,49.9,No,6.0,6,27.09
1.1,59.3,Yes,4.3,3,25.85
6.8,50.2,No,7.4,9,40.42
5.3,75.5,No,7.8,6,45.5
7.7,82.0,Yes,8.3,3,64.85
7.6,58.7,Yes,7.7,3,37.63
7.7,71.8,Yes,8.6,5,57.07
4.9,80.8,No,7.7,6,50.17
3.7,64.9,No,8.7,4,47.69
7.3,90.4,No,5.0,5,63.64
4.6,85.5,Yes,6.5,3,45.85
2.5,43.8,Yes,9.0,4,27.93
7.8,76.6,No,7.4,8,55.58
8.1,53.9,Yes,8.4,8,52.68
4.7,72.9,No,4.2,1,45.49
1.6,96.5,No,8.4,4,59.32
4.1,91.9,Yes,7.5,2,57.22
7.4,63.9,No,4.9,4,50.31
8.2,57.2,No,4.1,5,45.68
2.6,53.8,No,5.3,1,24.43
1.5,71.4,No,8.6,5,43.39
8.0,46.7,Yes,7.3,7,38.21
4.1,72.4,No,8.6,5,46.03
5.3,40.1,No,6.2,7,28.2
8.7,59.1,No,8.7,9,56.37
1.5,53.0,No,6.3,8,25.76
6.2,97.3,No,5.0,1,60.02
1.6,82.9,Yes,4.8,2,43.9
4.0,60.6,Yes,9.0,6,47.23
7.4,45.5,Yes,5.7,5,36.5
4.5,70.5,Yes,4.8,1,41.08
9.0,52.6,Yes,4.0,2,38.32
5.5,71.6,Yes,5.4,3,43.81
3.6,89.3,No,8.4,5,56.53
2.8,76.3,No,6.7,7,46.1
3.8,77.4,No,7.2,6,48.8
4.0,71.9,No,8.6,3,50.91
1.5,94.7,Yes,6.6,6,47.94
4.0,95.0,No,8.2,4,67.63
4.7,70.3,No,5.6,3,48.3
6.8,58.0,Yes,8.9,4,43.73
6.3,67.1,No,4.4,8,50.63
6.7,51.0,Yes,7.6,1,34.9
1.1,77.5,Yes,7.3,3,42.29
2.7,69.5,Yes,5.0,8,52.04
6.3,46.1,No,5.9,9,35.38
4.9,51.7,No,5.6,3,31.87
1.0,68.3,No,4.5,9,34.55
7.4,92.4,No,6.9,4,62.6
7.2,73.4,Yes,9.0,4,53.68
5.4,80.2,No,6.8,7,50.53
1.5,60.0,No,6.7,6,31.27
7.1,73.7,Yes,4.2,3,52.86
5.7,66.4,No,4.7,8,45.68
7.3,78.9,Yes,6.6,5,49.4
7.0,43.0,Yes,8.9,2,34.38
7.4,69.1,No,8.4,3,50.59
5.1,57.5,No,5.7,7,47.81
2.1,59.2,No,6.7,9,35.85
6.4,96.7,No,6.8,1,66.19
6.0,50.8,Yes,7.4,6,37.94
6.9,58.4,No,7.4,9,52.73
2.4,70.1,No,7.9,7,37.95
2.6,90.9,No,4.1,3,52.02
8.1,64.6,No,8.7,7,56.51
7.0,83.9,No,4.4,2,58.95
8.3,90.5,No,6.4,2,72.79
7.1,58.3,No,8.6,1,39.55
5.8,63.2,No,6.4,3,47.98
6.2,61.0,No,4.3,1,44.35
8.1,89.1,Yes,5.1,8,68.92
5.6,42.6,No,6.9,8,41.16
6.1,58.2,No,4.4,4,39.46
2.3,80.1,No,6.1,1,42.02
4.8,73.4,No,5.6,2,44.83
6.7,65.7,Yes,8.1,2,42.51
3.2,71.9,Yes,4.6,2,44.0
2.6,51.7,Yes,7.4,9,36.63
3.5,65.4,Yes,6.0,7,42.12
2.9,69.6,No,6.9,9,51.12
2.7,93.2,Yes,5.0,2,51.06
4.4,55.4,No,7.0,5,29.13
8.3,91.2,No,7.4,1,71.73
5.1,78.0,Yes,4.4,2,53.33
2.5,41.2,Yes,8.1,4,26.43
1.6,82.8,No,8.3,1,41.46
6.6,42.1,Yes,4.3,8,37.68
4.1,98.8,Yes,7.0,6,58.53
7.6,91.5,No,7.0,1,61.52
6.3,57.5,No,4.1,9,40.43
7.4,55.2,No,5.7,1,40.67
3.2,62.5,Yes,8.8,4,42.37
6.5,61.0,Yes,6.8,5,41.98
3.1,62.0,No,8.7,9,43.53
8.5,58.8,No,7.4,2,46.9
6.1,76.6,No,4.1,9,57.81
3.6,49.7,Yes,4.4,1,26.89
3.2,89.9,Yes,7.6,4,57.4
2.5,87.9,Yes,6.8,7,51.1
6.6,68.1,No,4.6,4,40.59
2.7,90.3,Yes,7.1,8,50.97
5.8,54.6,No,8.1,7,38.96
3.1,41.0,Yes,7.8,6,20.37
6.3,76.5,No,5.2,5,58.95
7.5,67.0,Yes,5.3,3,49.69
7.2,73.5,No,8.8,8,60.75
7.1,93.1,Yes,8.4,4,69.78
2.5,97.2,No,5.6,8,58.25
1.7,77.4,No,8.1,1,53.92
6.6,85.1,Yes,4.8,2,69.26
3.9,44.9,No,5.0,2,31.0
4.5,49.5,No,4.9,6,28.98
1.2,83.3,No,4.4,5,49.59
3.1,65.5,No,8.3,7,33.88
1.3,66.3,No,6.9,2,37.91
8.0,58.2,Yes,5.3,9,40.6
2.9,75.8,Yes,8.2,2,42.99
5.5,50.9,No,8.0,1,38.04
1.3,77.0,No,4.5,2,39.42
6.3,50.3,Yes,7.2,3,31.86
3.6,43.8,No,7.6,6,28.74
8.2,59.5,Yes,7.6,7,52.83
8.1,53.6,No,7.6,6,46.11
3.6,92.5,No,4.8,1,50.59
8.2,43.2,No,5.6,9,44.32
9.0,50.4,Yes,8.2,8,53.44
7.6,72.4,No,8.5,2,51.81
7.8,68.4,No,5.4,1,54.46
3.0,42.7,No,4.1,7,24.72
5.6,40.4,Yes,8.3,3,28.55
1.5,98.3,No,5.9,3,58.0
1.8,78.9,No,5.6,9,51.46
9.0,61.6,No,5.7,2,45.83
3.6,67.8,No,6.1,5,38.06
7.0,55.7,No,5.9,4,48.51
7.5,60.3,Yes,6.8,1,44.46
7.9,78.3,No,4.4,6,58.21
9.0,92.1,No,8.9,6,70.04
2.9,50.9,Yes,8.7,1,33.91
1.3,89.6,No,8.7,7,59.7
4.3,47.2,Yes,8.4,6,33.97
2.0,52.7,Yes,7.3,4,39.0
1.2,42.2,No,5.1,7,18.69
3.9,48.3,No,4.2,3,26.66
7.3,94.1,No,4.5,6,68.94
5.5,67.1,No,5.6,6,42.87
3.5,44.6,No,6.5,6,30.55
6.2,96.6,No,9.0,3,62.47
2.9,91.9,No,6.2,5,47.55
1.1,84.5,No,6.6,1,34.98
7.1,95.1,No,7.5,6,66.33
6.0,53.0,Yes,4.9,7,42.5
7.1,89.3,No,8.7,5,58.37
1.3,80.7,No,6.6,5,44.08
7.7,91.3,No,5.4,6,66.71
6.0,87.0,No,8.7,7,60.5
5.5,60.4,Yes,7.1,4,38.88
6.0,85.7,No,6.4,7,60.53
7.9,55.5,Yes,6.9,5,45.77
5.7,59.4,Yes,7.7,7,48.99
5.6,46.4,No,4.8,1,24.48
8.9,95.2,No,8.3,2,69.8
7.1,57.2,No,8.8,2,36.97
4.5,70.7,Yes,6.8,7,47.66
6.7,63.1,No,7.4,9,45.29
4.1,96.6,No,8.3,7,58.52
2.8,59.8,Yes,5.9,6,36.57
5.8,85.9,Yes,9.0,3,56.22
8.4,90.5,Yes,7.4,5,74.67
8.4,65.7,No,6.1,2,54.27
3.7,62.3,No,7.4,9,45.1
5.2,84.1,No,6.6,6,59.11
2.7,93.9,No,4.6,9,57.59
9.0,84.5,No,8.0,9,73.75
8.8,53.4,No,6.8,7,46.32
6.2,92.4,No,8.0,5,71.61
7.4,62.9,No,4.8,4,42.65
6.7,74.0,No,6.7,1,45.16
5.7,89.1,No,7.8,9,57.55
1.4,51.1,Yes,8.9,6,24.23
4.6,86.3,Yes,8.4,2,48.32
6.4,75.2,No,8.3,7,55.88
6.4,92.7,Yes,5.2,6,68.49
4.0,50.1,No,8.2,4,31.66
8.5,64.8,No,4.8,6,46.42
2.3,89.1,Yes,5.0,6,50.75
5.0,41.1,No,4.6,5,31.37
6.5,46.6,No,8.3,1,32.04
6.6,98.4,Yes,4.5,3,63.03
6.2,56.5,No,4.7,7,35.82
3.2,97.6,No,5.2,2,53.54
2.2,50.8,Yes,6.9,1,23.32
6.1,61.3,Yes,8.4,8,47.92
5.8,84.4,Yes,6.1,7,61.58
2.4,78.8,Yes,6.7,6,46.24
6.6,74.3,Yes,4.8,5,54.35
4.6,71.3,No,5.3,6,48.18
6.3,89.8,Yes,4.7,1,53.96
7.7,53.9,No,6.0,9,53.73
2.4,66.1,Yes,7.0,1,32.67
1.2,49.2,No,5.4,4,24.82
7.2,75.2,No,8.2,3,49.33
5.9,54.8,No,8.9,4,39.77
6.6,59.7,No,4.6,1,40.54
7.7,67.8,Yes,4.1,4,57.92
7.4,41.6,No,7.9,4,33.95
8.7,45.4,Yes,5.0,3,45.05
5.3,80.5,Yes,5.8,8,57.87
4.9,65.3,No,6.0,7,51.85
4.2,91.0,No,8.6,9,53.66
2.2,81.0,Yes,7.3,2,47.11
5.6,40.5,No,4.2,3,16.63
3.2,76.4,No,4.1,6,45.07
8.4,45.5,No,5.0,2,40.93
5.7,86.1,Yes,5.6,2,61.93
